mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
165	163	487	487	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	1258								95						
165	163	1462/3	1462/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	1259								95						
165	163	1463/3	1463/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	1260								95						
165	163	488	488	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1261								95						
165	163	489	489	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1262														
166	164	490	490	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1263								92						
166	164	491	491	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1264								92						
166	164	985/2	985/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1265								92						
166	164	490	490	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1266														
166	164	981/2	981/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1267														
166	164	491	491	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1268														
166	164	983/2	983/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1269														
166	164	492	492	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1270														
166	164	491	491	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	1271														
166	164	490	490	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	1272								96						
166	164	1471/3	1471/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	1273								96						
166	164	1472/3	1472/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	1274								96						
166	164	491	491	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1275								96						
166	164	492	492	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1276														
167	165	493	493	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1277														
167	165	495	495	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p												
167	165	495	495	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1278								97						
167	165	493	493	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1279			articStaccatoBelow											
167	165	494	494	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1280								98						
167	165	989/2	989/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1281								98						
167	165	495	495	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1282								98						
167	165	991/2	991/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1283								98						
168	166	496	496	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1284								97						
168	166	993/2	993/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1285								97						
168	166	497	497	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1286								97						
168	166	997/2	997/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1287								97						
168	166	496	496	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1288														
168	166	993/2	993/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1289														
168	166	497	497	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1290														
168	166	498	498	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1291														
168	166	496	496	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1292								98						
168	166	497	497	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1293								98						
168	166	498	498	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1294								98						
169	167	499	499	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1295														
169	167	501	501	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1296								99						
169	167	500	500	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1297														
169	167	499	499	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1298														
169	167	500	500	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1299								100						
169	167	1001/2	1001/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1300								100						
169	167	501	501	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1301								100						
169	167	1003/2	1003/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1302								100						
170	168	502	502	0.0	0	0	Spanner	3/4	1	1	0												99	17					
170	168	502	502	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1303								99	17					
170	168	1005/2	1005/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1304								99	17					
170	168	503	503	0.0	1/4	1/4	Spanner	3/4	1	1	0												99						
170	168	503	503	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1305								99						
170	168	1009/2	1009/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1306								99						
170	168	503	503	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1307														
170	168	502	502	2.0	0	0	Chord	3/4	1	3	1/2		1/2	1	1308								101						
170	168	504	504	1.0	1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	1309														
170	168	502	502	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1310			articAccentAbove					100						
170	168	504	504	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1311														
171	169	505	505	0.0	0	0	Spanner	3/4	1	1	0												99		1				
171	169	505	505	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1312								99		1				
171	169	1011/2	1011/2	0.0	1/8	1/8	Spanner	3/4	1	1	0												99						
171	169	506	506	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1313								99						
171	169	1015/2	1015/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1314								99						
171	169	505	505	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1315														
171	169	1011/2	1011/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1316														
171	169	506	506	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1317														
171	169	507	507	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1318														
171	169	505	505	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1319								102						
171	169	1011/2	1011/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1320								102						
171	169	506	506	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1321								102						
171	169	507	507	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1322								102						
172	170	508	508	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1323								99						
172	170	509	509	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1324								99						
172	170	1021/2	1021/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1325								99						
172	170	508	508	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1326														
172	170	1017/2	1017/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1327														
172	170	509	509	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1328														
172	170	510	510	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1329														
172	170	508	508	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	1330								102						
172	170	1525/3	1525/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	1331								102						
172	170	1526/3	1526/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	1332								102						
172	170	509	509	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1333								102						
172	170	510	510	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1334								102						
173	171	511	511	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1335								99						
173	171	512	512	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1336								99						
173	171	511	511	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1337														
173	171	1023/2	1023/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1338														
173	171	512	512	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1339														
173	171	513	513	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1340														
173	171	511	511	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	1341								102						
173	171	1534/3	1534/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	1342								102						
173	171	1535/3	1535/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	1343								102						
173	171	512	512	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1344														
173	171	513	513	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	1345								103						
173	171	1540/3	1540/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	1346								103						
173	171	1541/3	1541/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	1347								103						
174	172	514	514	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1348								99						
174	172	2059/4	2059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1349								99						
174	172	515	515	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1350								99						
174	172	514	514	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1351														
174	172	515	515	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1352														
174	172	516	516	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1353														
174	172	514	514	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1354														
174	172	2059/4	2059/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1355								104						
174	172	515	515	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1356								104						
174	172	516	516	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1357								104						
175	173	517	517	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1358								99						
175	173	1037/2	1037/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1359								99						
175	173	519	519	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1360								99						
175	173	1039/2	1039/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1361								99						
175	173	517	517	0.0	0	0	Dynamic	3/4	1	2	0						f												
175	173	517	517	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1362														
175	173	517	517	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1363														
176	174	520	520	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1364								99						
176	174	1041/2	1041/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1365								99						
176	174	521	521	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1366								99						
176	174	522	522	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1367								99						
176	174	520	520	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1368			articAccentBelow											
176	174	520	520	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1369														
177	175	523	523	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1370								99						
177	175	1049/2	1049/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1371								99						
177	175	525	525	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1372								99						
177	175	1051/2	1051/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1373								99						
177	175	523	523	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1374			articAccentBelow											
177	175	523	523	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1375														
178	176	526	526	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1376								99						
178	176	1053/2	1053/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1377								99						
178	176	527	527	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1378								99						
178	176	528	528	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1379								99						
178	176	526	526	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1380														
178	176	526	526	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1381														
179	177	529	529	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1382								99						
179	177	1061/2	1061/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												99			0			
179	177	1061/2	1061/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1383								99			0			
179	177	531	531	0.0	1/2	1/2	Spanner	3/4	1	1	0												99						
179	177	531	531	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1384								99						
179	177	1063/2	1063/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												99				14		
179	177	1063/2	1063/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1385								99				14		
179	177	529	529	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1386												14		
179	177	529	529	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1387														
180	178	532	532	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1388								99				14		
180	178	1065/2	1065/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1389								99				14		
180	178	533	533	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1390								99				14		
180	178	534	534	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1391								99				14		
181	179	535	535	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1392								99				14		
181	179	1073/2	1073/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1393								99				14		
181	179	537	537	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1394								99				14		
181	179	1075/2	1075/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1395								99				14		
182	180	538	538	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1396								99				14		
182	180	1077/2	1077/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1397								99				14		
182	180	539	539	0.0	1/4	1/4	Spanner	3/4	1	1	0												99						
182	180	539	539	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1398								99						
182	180	540	540	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1399								99						
182	180	540	540	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1400														
183	181	541	541	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1401								99						
183	181	541	541	0.0	0	0	Dynamic	3/4	1	2	0						p												
183	181	541	541	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1402														
183	181	541	541	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1403								105						
183	181	542	542	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1404								105						
183	181	1085/2	1085/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1405								105						
183	181	543	543	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1406								105						
183	181	1087/2	1087/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1407								105						
183	181	541	541	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1408														
184	182	544	544	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1409								99						
184	182	545	545	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1410								99						
184	182	546	546	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1411								99						
184	182	544	544	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1412														
184	182	545	545	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1413														
184	182	544	544	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1414								105						
184	182	1089/2	1089/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1415								105						
184	182	545	545	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1416								105						
184	182	1093/2	1093/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1417														
184	182	544	544	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1418														
185	183	547	547	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1419								99						
185	183	549	549	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1420								99						
185	183	1099/2	1099/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1421								99						
185	183	547	547	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1422														
185	183	547	547	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1423								106						
185	183	548	548	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1424								106						
185	183	1097/2	1097/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1425								106						
185	183	549	549	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1426								106						
185	183	1099/2	1099/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1427								106						
185	183	547	547	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1428														
186	184	550	550	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1429								99						
186	184	551	551	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1430								99						
186	184	552	552	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1431								99						
186	184	550	550	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1432														
186	184	551	551	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1433														
186	184	550	550	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1434								106						
186	184	1101/2	1101/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1435								106						
186	184	551	551	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1436								106						
186	184	1105/2	1105/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1437								106						
186	184	550	550	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1438														
187	185	553	553	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1439								99						
187	185	1109/2	1109/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1440								99						
187	185	555	555	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1441								99						
187	185	1111/2	1111/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1442								99						
187	185	553	553	0.0	0	0	Dynamic	3/4	1	2	0						pp												
187	185	553	553	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1443								107						
187	185	553	553	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1444			articStaccatoBelow											
187	185	554	554	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1445								108						
187	185	1109/2	1109/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1446								108						
187	185	555	555	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1447								108						
187	185	1111/2	1111/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1448								108						
188	186	556	556	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1449								99						
188	186	557	557	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1450								99						
188	186	558	558	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1451								99						
188	186	556	556	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1452														
188	186	557	557	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1453														
188	186	556	556	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1454								108						
188	186	1113/2	1113/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1455								108						
188	186	557	557	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1456								108						
188	186	1117/2	1117/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1457								108						
189	187	559	559	0.0	0	0	StaffText	3/4	1	1	0								slentando				99						
189	187	559	559	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1458								99						
189	187	1119/2	1119/2	1.5	1/8	1/8	Chord	3/4	1	1	3/8		1/4	3/2	1459								99						
189	187	561	561	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1460								99						
189	187	1123/2	1123/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1461								99						
189	187	559	559	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1462								109						
189	187	559	559	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1463								108						
189	187	560	560	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1464								108						
189	187	1121/2	1121/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1465								108						
189	187	561	561	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1466								108						
189	187	1123/2	1123/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1467								108						
190	188	562	562	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1468			articStaccatoAbove					99						
190	188	563	563	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1469								99						
190	188	564	564	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1470								99						
190	188	562	562	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1471														
190	188	563	563	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1472														
190	188	562	562	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1473								108						
190	188	1125/2	1125/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1474								108						
190	188	563	563	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1475								108						
190	188	1129/2	1129/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1476								108						
191	189	565	565	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1477			articAccentBelow					99						
191	189	1131/2	1131/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1478								99						
191	189	566	566	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1479								99						
191	189	1135/2	1135/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1480								99						
191	189	565	565	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1481														
192	190	568	568	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1482								99						
192	190	1137/2	1137/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1483								99						
192	190	569	569	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1484								99						
192	190	1141/2	1141/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1485								99						
193	191	571	571	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1486								99						
193	191	1143/2	1143/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1487								99						
193	191	572	572	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1488														
193	191	2295/4	2295/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0						ff												
193	191	2295/4	2295/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1489														
193	191	2295/4	2295/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1490														
194	192	574	574	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1491														
194	192	575	575	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1492			articStaccatoBelow											
194	192	574	574	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1493														
194	192	575	575	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1494			articStaccatoAbove											
