mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
113	113	337	337	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	981							61						
113	113	338	338	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	982							61						
113	113	1355/4	1355/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	983							61						
113	113	336	336	0.0	0	0	Spanner	3/4	2	1	0																	
113	113	336	336	0.0	0	0	Spanner	3/4	2	1	0												63	63				
113	113	336	336	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	984								63	63				
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	985								63	63				
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	986								63	63				
114	114	339	339	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	987													
114	114	339	339	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	988													
114	114	339	339	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	989													
114	114	1359/4	1359/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	990							62						
114	114	340	340	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	991							62						
114	114	339	339	0.0	0	0	Spanner	3/4	2	1	0																	
114	114	339	339	0.0	0	0	Spanner	3/4	2	1	0												64	64				
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	992								64	64				
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	993								64	64				
114	114	339	339	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	994								64	64				
115	115	342	342	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	995							62						
115	115	342	342	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	996		articStaccatoBelow						64	64				
115	115	343	343	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	997								64	64				
115	115	344	344	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	998								64	64				
116	116	345	345	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	999													
116	116	345	345	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1000		articStaccatoAbove						64	64				
116	116	346	346	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1001								64	64				
116	116	347	347	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1002								64	64				
117	117	349	349	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1003							63						
117	117	699/2	699/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1004							63						
117	117	350	350	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1005							63						
117	117	1403/4	1403/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1006							63						
117	117	348	348	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1007		articStaccatoBelow						64	64				
118	118	351	351	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1008							63						
118	118	352	352	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1009													
118	118	351	351	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	1010													
118	118	1407/4	1407/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	1011													
118	118	351	351	0.0	0	0	Spanner	3/4	2	1	0																	
118	118	351	351	0.0	0	0	Spanner	3/4	2	1	0												65	65				
118	118	351	351	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1012								65	65				
118	118	352	352	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1013								65	65				
118	118	353	353	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1014								65	65				
119	119	354	354	0.0	0	0	Spanner	3/4	2	1	0																	
119	119	354	354	0.0	0	0	Spanner	3/4	2	1	0												66	66				
119	119	354	354	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1015								66	66				
119	119	355	355	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1016								66	66				
119	119	356	356	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1017								66	66				
120	120	357	357	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1018								66	66				
120	120	358	358	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1019								66	66				
120	120	359	359	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1020								66	66				
121	121	721/2	721/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																20	
121	121	721/2	721/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1021							64					20	
121	121	361	361	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1022							64					20	
121	121	723/2	723/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1023							64					20	
121	121	362	362	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1024							64					20	
121	121	1451/4	1451/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1025												20	
121	121	360	360	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1026		articStaccatoBelow						66	66				
122	122	363	363	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1027							65					20	
122	122	364	364	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
122	122	364	364	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1028													
122	122	363	363	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	1029													
122	122	1455/4	1455/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	1030													
122	122	363	363	0.0	0	0	Spanner	3/4	2	1	0																	
122	122	363	363	0.0	0	0	Spanner	3/4	2	1	0												67	67				
122	122	363	363	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1031								67	67				
122	122	364	364	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1032								67	67				
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1033								67	67				
123	123	1467/4	1467/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1034							66						
123	123	367	367	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1035							66						
123	123	1471/4	1471/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1036							66						
123	123	368	368	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1037							66						
123	123	1475/4	1475/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1038							66						
123	123	366	366	0.0	0	0	Spanner	3/4	2	1	0																	
123	123	366	366	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	1039													
123	123	366	366	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1040													
123	123	733/2	733/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1041													
123	123	367	367	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1042													
123	123	368	368	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1043													
124	124	369	369	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1044							66						
124	124	1479/4	1479/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1045							66						
124	124	370	370	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1046		articAccentAbove											
124	124	371	371	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1047													
124	124	369	369	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1048													
124	124	739/2	739/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1049													
124	124	370	370	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1050		articAccentAbove											
124	124	371	371	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1051													
125	125	372	372	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1052													
125	125	373	373	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1053													
125	125	374	374	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1054													
125	125	372	372	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1055													
125	125	373	373	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1056													
125	125	374	374	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1057													
126	126	375	375	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1058							67						
126	126	1503/4	1503/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1059							67						
126	126	376	376	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1060		articAccentAbove											
126	126	377	377	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1061													
126	126	375	375	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1062							68						
126	126	751/2	751/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1063							68						
126	126	376	376	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1064													
126	126	377	377	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1065													
127	127	378	378	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1066							69						
127	127	1515/4	1515/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1067							69						
127	127	379	379	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1068		articAccentAbove					69						
127	127	380	380	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1069													
127	127	378	378	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1070							70						
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1071							70						
127	127	379	379	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1072													
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1073													
128	128	381	381	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1074													
128	128	381	381	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1075													
128	128	382	382	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1076													
128	128	383	383	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1077													
128	128	381	381	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1078													
128	128	382	382	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1079													
128	128	383	383	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1080		articAccentAbove											
129	129	384	384	0.0	0	0	Spanner	3/4	1	1	0																21	
129	129	384	384	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1081							71					21	
129	129	769/2	769/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1082							71					21	
129	129	385	385	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1083							71					21	
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1084							71					21	
129	129	386	386	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1085							71					21	
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1086							71					21	
129	129	384	384	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1087												21	
129	129	384	384	0.0	0	0	Spanner	3/4	2	1	0												68	68				
129	129	384	384	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1088								68	68				
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1089								68	68				
130	130	387	387	0.0	0	0	Spanner	3/4	1	1	0											71						
130	130	387	387	0.0	0	0	Spanner	3/4	1	1	0											71				12		
130	130	387	387	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1090							71				12		
130	130	775/2	775/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1091							71				12		
130	130	388	388	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	1092											12		
130	130	388	388	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1093											12		
130	130	389	389	0.0	1/2	1/2	Spanner	3/4	1	1	0																	
130	130	387	387	0.0	0	0	Spanner	3/4	2	1	0																	
130	130	387	387	0.0	0	0	Spanner	3/4	2	1	0												69	69				
130	130	387	387	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1094							72	69	69				
130	130	388	388	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1095								69	69				
130	130	389	389	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
130	130	387	387	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	1096													
